期間,幣別,匯率
2001-04-01,韓元KRW/USD,112.11300964303841
2001-05-01,韓元KRW/USD,109.69379123667737
2001-06-01,韓元KRW/USD,109.5161563187278
2001-07-01,韓元KRW/USD,110.19286076805955
2001-08-01,韓元KRW/USD,108.68719336829639
2001-09-01,韓元KRW/USD,109.56690915242766
2001-10-01,韓元KRW/USD,110.1844019624429
2001-11-01,韓元KRW/USD,108.45880561664694
2001-12-01,韓元KRW/USD,109.27930976146169
2002-01-01,韓元KRW/USD,111.40246997124007
2002-02-01,韓元KRW/USD,111.64777533412283
2002-03-01,韓元KRW/USD,111.88462189138892
2002-04-01,韓元KRW/USD,111.44476399932329
2002-05-01,韓元KRW/USD,106.70783285400101
2002-06-01,韓元KRW/USD,103.3750634410421
2002-07-01,韓元KRW/USD,100.2368465572661
2002-08-01,韓元KRW/USD,101.31111487058027
2002-09-01,韓元KRW/USD,102.37692437827779
2002-10-01,韓元KRW/USD,104.94840128573846
2002-11-01,韓元KRW/USD,102.4699712400609
2002-12-01,韓元KRW/USD,102.13161901539503
2003-01-01,韓元KRW/USD,99.67856538656741
2003-02-01,韓元KRW/USD,100.8289629504314
2003-03-01,韓元KRW/USD,104.61004906107259
2003-04-01,韓元KRW/USD,104.08560311284046
2003-05-01,韓元KRW/USD,101.4802909829132
2003-06-01,韓元KRW/USD,100.95584503468109
2003-07-01,韓元KRW/USD,99.84774149890036
2003-08-01,韓元KRW/USD,99.67856538656741
2003-09-01,韓元KRW/USD,98.4689561833869
2003-10-01,韓元KRW/USD,98.7903907968195
2003-11-01,韓元KRW/USD,100.32143461343257
2003-12-01,韓元KRW/USD,100.82050414481476
2004-01-01,韓元KRW/USD,100
2004-02-01,韓元KRW/USD,98.64659110133648
2004-03-01,韓元KRW/USD,98.55354423955336
2004-04-01,韓元KRW/USD,97.44544070377262
2004-05-01,韓元KRW/USD,99.49247166300118
2004-06-01,韓元KRW/USD,98.00372187447131
2004-07-01,韓元KRW/USD,97.96988665200473
2004-08-01,韓元KRW/USD,97.96142784638808
2004-09-01,韓元KRW/USD,97.09017086787345
2004-10-01,韓元KRW/USD,96.59956014210793
2004-11-01,韓元KRW/USD,91.91338183048552
2004-12-01,韓元KRW/USD,88.88512941972593
2005-01-01,韓元KRW/USD,87.81086110641176
2005-02-01,韓元KRW/USD,86.3221113178819
2005-03-01,韓元KRW/USD,85.26476061580105
2005-04-01,韓元KRW/USD,85.40856031128405
2005-05-01,韓元KRW/USD,84.79106750126881
2005-06-01,韓元KRW/USD,85.62003045170023
2005-07-01,韓元KRW/USD,87.76010827271189
2005-08-01,韓元KRW/USD,86.40669937404837
2005-09-01,韓元KRW/USD,87.08340382338014
2005-10-01,韓元KRW/USD,88.49602436136018
2005-11-01,韓元KRW/USD,88.02233124682793
2005-12-01,韓元KRW/USD,86.54204026391473
2006-01-01,韓元KRW/USD,83.21772965657249
2006-02-01,韓元KRW/USD,82.05041448147522
2006-03-01,韓元KRW/USD,82.49873117915749
2006-04-01,韓元KRW/USD,80.60395872102859
2006-05-01,韓元KRW/USD,79.61427846388091
2006-06-01,韓元KRW/USD,80.79851125021148
2006-07-01,韓元KRW/USD,80.4094061918457
2006-08-01,韓元KRW/USD,81.28912197597698
2006-09-01,韓元KRW/USD,80.59549991541193
2006-10-01,韓元KRW/USD,80.713923194045
2006-11-01,韓元KRW/USD,79.13212654373201
2006-12-01,韓元KRW/USD,78.25241075960075
2007-01-01,韓元KRW/USD,79.25054982236507
2007-02-01,韓元KRW/USD,79.27592623921502
2007-03-01,韓元KRW/USD,79.78345457621384
2007-04-01,韓元KRW/USD,78.75148029098291
2007-05-01,韓元KRW/USD,78.44696328878362
2007-06-01,韓元KRW/USD,78.45542209440026
2007-07-01,韓元KRW/USD,77.69412958890204
2007-08-01,韓元KRW/USD,79.08137371003214
2007-09-01,韓元KRW/USD,78.74302148536626
2007-10-01,韓元KRW/USD,77.3811537810861
2007-11-01,韓元KRW/USD,77.66029436643545
2007-12-01,韓元KRW/USD,78.73456267974962
2008-01-01,韓元KRW/USD,79.74116054813061
2008-02-01,韓元KRW/USD,79.8849602436136
2008-03-01,韓元KRW/USD,83.10776518355608
2008-04-01,韓元KRW/USD,83.5053290475385
2008-05-01,韓元KRW/USD,87.81931991202842
2008-06-01,韓元KRW/USD,87.21874471324648
2008-07-01,韓元KRW/USD,86.12755878869903
2008-08-01,韓元KRW/USD,88.57215361190998
2008-09-01,韓元KRW/USD,96.14278463880899
2008-10-01,韓元KRW/USD,112.23989172728812
2008-11-01,韓元KRW/USD,118.49094907799018
2008-12-01,韓元KRW/USD,115.78413128066316
2009-01-01,韓元KRW/USD,114.59143968871595
2009-02-01,韓元KRW/USD,121.82371849094909
2009-03-01,韓元KRW/USD,122.94028083234647
2009-04-01,韓元KRW/USD,113.03501945525292
2009-05-01,韓元KRW/USD,106.20876332261884
2009-06-01,韓元KRW/USD,106.7755032989342
2009-07-01,韓元KRW/USD,106.75012688208425
2009-08-01,韓元KRW/USD,104.86381322957199
2009-09-01,韓元KRW/USD,102.77448824226019
2009-10-01,韓元KRW/USD,99.37404838436812
2009-11-01,韓元KRW/USD,98.39282693283708
2009-12-01,韓元KRW/USD,98.63813229571984
2010-01-01,韓元KRW/USD,96.32887836237522
2010-02-01,韓元KRW/USD,97.85146337337167
2010-03-01,韓元KRW/USD,96.10049061072576
2010-04-01,韓元KRW/USD,94.3748942649298
2010-05-01,韓元KRW/USD,98.83268482490273
2010-06-01,韓元KRW/USD,102.56301810184401
2010-07-01,韓元KRW/USD,101.92014887497886
2010-08-01,韓元KRW/USD,99.81390627643376
2010-09-01,韓元KRW/USD,98.36745051598714
2010-10-01,韓元KRW/USD,94.92471663001184
2010-11-01,韓元KRW/USD,95.42378616139399
2010-12-01,韓元KRW/USD,96.95482997800711
2011-01-01,韓元KRW/USD,94.68787007274572
2011-02-01,韓元KRW/USD,94.69632887836237
2011-03-01,韓元KRW/USD,94.7724581289122
2011-04-01,韓元KRW/USD,91.76112332938588
2011-05-01,韓元KRW/USD,91.70191169006935
2011-06-01,韓元KRW/USD,91.43122991033667
2011-07-01,韓元KRW/USD,89.53645745220774
2011-08-01,韓元KRW/USD,90.85603112840465
2011-09-01,韓元KRW/USD,95.17002199289459
2011-10-01,韓元KRW/USD,97.30164100828962
2011-11-01,韓元KRW/USD,95.93977330400948
2011-12-01,韓元KRW/USD,97.13246489595669
2012-01-01,韓元KRW/USD,96.81948908814074
2012-02-01,韓元KRW/USD,94.98392826932837
2012-03-01,韓元KRW/USD,95.32228049399424
2012-04-01,韓元KRW/USD,96.04127897140924
2012-05-01,韓元KRW/USD,97.87683979022161
2012-06-01,韓元KRW/USD,98.42666215530366
2012-07-01,韓元KRW/USD,96.62493655895787
2012-08-01,韓元KRW/USD,95.76213838605987
2012-09-01,韓元KRW/USD,95.05159871426154
2012-10-01,韓元KRW/USD,93.51209609203181
2012-11-01,韓元KRW/USD,91.96413466418541
2012-12-01,韓元KRW/USD,91.05058365758755
2013-01-01,韓元KRW/USD,90.2131619015395
2013-02-01,韓元KRW/USD,91.87108780240229
2013-03-01,韓元KRW/USD,93.3682963965488
2013-04-01,韓元KRW/USD,94.831669768228707
2013-05-01,韓元KRW/USD,94.07037726273049
2013-06-01,韓元KRW/USD,96.14278463880899
2013-07-01,韓元KRW/USD,95.29690407714429
2013-08-01,韓元KRW/USD,94.41718829301303
2013-09-01,韓元KRW/USD,91.76112332938588
2013-10-01,韓元KRW/USD,90.14549145660634
2013-11-01,韓元KRW/USD,89.89172728810692
2013-12-01,韓元KRW/USD,89.33344611740822
2014-01-01,韓元KRW/USD,90.15395026222296
2014-02-01,韓元KRW/USD,90.59380815428861
2014-03-01,韓元KRW/USD,90.56843173743867
2014-04-01,韓元KRW/USD,88.20842497039418
2014-05-01,韓元KRW/USD,86.61816951446455
2014-06-01,韓元KRW/USD,86.16985281678227
2014-07-01,韓元KRW/USD,86.33057012349856
2014-08-01,韓元KRW/USD,86.66892234816443
2014-09-01,韓元KRW/USD,87.61630857722889
2014-10-01,韓元KRW/USD,89.73946878700728
2014-11-01,韓元KRW/USD,92.80155642023345
2014-12-01,韓元KRW/USD,93.3513787853155
2015-01-01,韓元KRW/USD,92.07409913720183
2015-02-01,韓元KRW/USD,92.91152089324987
2015-03-01,韓元KRW/USD,94.15496531889697
2015-04-01,韓元KRW/USD,91.85417019116902
2015-05-01,韓元KRW/USD,92.45474538995093
2015-06-01,韓元KRW/USD,94.09575367958045
2015-07-01,韓元KRW/USD,96.95482997800711
2015-08-01,韓元KRW/USD,99.81390627643376
2015-09-01,韓元KRW/USD,100.24530536288275
2015-10-01,韓元KRW/USD,96.83640669937404
2015-11-01,韓元KRW/USD,97.56386398240568
2015-12-01,韓元KRW/USD,99.23870749450178
2016-01-01,韓元KRW/USD,101.82710201319574
2016-02-01,韓元KRW/USD,103.23972255117577
2016-03-01,韓元KRW/USD,100
2016-04-01,韓元KRW/USD,96.99712400609035
2016-05-01,韓元KRW/USD,99.35713077313481
2016-06-01,韓元KRW/USD,98.83268482490273
2016-07-01,韓元KRW/USD,96.574183725258
2016-08-01,韓元KRW/USD,94.03654204026391
2016-09-01,韓元KRW/USD,93.6220605650482
2016-10-01,韓元KRW/USD,95.22923363221112
2016-11-01,韓元KRW/USD,98.11368634748774
2016-12-01,韓元KRW/USD,100.09304686178311
2017-01-01,韓元KRW/USD,100
2017-02-01,韓元KRW/USD,96.71798342074099
2017-03-01,韓元KRW/USD,95.91439688715954
2017-04-01,韓元KRW/USD,95.88902047030959
2017-05-01,韓元KRW/USD,95.13618677042801
2017-06-01,韓元KRW/USD,95.71984435797664
2017-07-01,韓元KRW/USD,95.84672644222636
2017-08-01,韓元KRW/USD,95.70292674674337
2017-09-01,韓元KRW/USD,95.82980883099307
2017-10-01,韓元KRW/USD,95.54220944002707
2017-11-01,韓元KRW/USD,93.28370834038233
2017-12-01,韓元KRW/USD,91.86262899678566
2018-01-01,韓元KRW/USD,90.2131619015395
2018-02-01,韓元KRW/USD,91.41431229910336
2018-03-01,韓元KRW/USD,90.6107257655219
2018-04-01,韓元KRW/USD,90.34850279140583
2018-05-01,韓元KRW/USD,92.70850955845034
2018-06-01,韓元KRW/USD,92.70850955845034
2018-07-01,韓元KRW/USD,94.98392826932837
2018-08-01,韓元KRW/USD,94.84012857384538
2018-09-01,韓元KRW/USD,94.73016410082896
1960-01-01,人民幣CNY/USD,35.6886053928675
1960-02-01,人民幣CNY/USD,35.6886053928675
1960-03-01,人民幣CNY/USD,35.6886053928675
1960-04-01,人民幣CNY/USD,35.6886053928675
1960-05-01,人民幣CNY/USD,35.6886053928675
1960-06-01,人民幣CNY/USD,35.6886053928675
1960-07-01,人民幣CNY/USD,35.6886053928675
1960-08-01,人民幣CNY/USD,35.6886053928675
1960-09-01,人民幣CNY/USD,35.6886053928675
1960-10-01,人民幣CNY/USD,35.6886053928675
1960-11-01,人民幣CNY/USD,35.6886053928675
1960-12-01,人民幣CNY/USD,35.6886053928675
1961-01-01,人民幣CNY/USD,35.6886053928675
1961-02-01,人民幣CNY/USD,35.6886053928675
1961-03-01,人民幣CNY/USD,35.6886053928675
1961-04-01,人民幣CNY/USD,35.6886053928675
1961-05-01,人民幣CNY/USD,35.6886053928675
1961-06-01,人民幣CNY/USD,35.6886053928675
1961-07-01,人民幣CNY/USD,35.6886053928675
1961-08-01,人民幣CNY/USD,35.6886053928675
1961-09-01,人民幣CNY/USD,35.6886053928675
1961-10-01,人民幣CNY/USD,35.6886053928675
1961-11-01,人民幣CNY/USD,35.6886053928675
1961-12-01,人民幣CNY/USD,35.6886053928675
1962-01-01,人民幣CNY/USD,35.6886053928675
1962-02-01,人民幣CNY/USD,35.6886053928675
1962-03-01,人民幣CNY/USD,35.6886053928675
1962-04-01,人民幣CNY/USD,35.6886053928675
1962-05-01,人民幣CNY/USD,35.6886053928675
1962-06-01,人民幣CNY/USD,35.6886053928675
1962-07-01,人民幣CNY/USD,35.6886053928675
1962-08-01,人民幣CNY/USD,35.6886053928675
1962-09-01,人民幣CNY/USD,35.6886053928675
1962-10-01,人民幣CNY/USD,35.6886053928675
1962-11-01,人民幣CNY/USD,35.6886053928675
1962-12-01,人民幣CNY/USD,35.6886053928675
1963-01-01,人民幣CNY/USD,35.6886053928675
1963-02-01,人民幣CNY/USD,35.6886053928675
1963-03-01,人民幣CNY/USD,35.6886053928675
1963-04-01,人民幣CNY/USD,35.6886053928675
1963-05-01,人民幣CNY/USD,35.6886053928675
1963-06-01,人民幣CNY/USD,35.6886053928675
1963-07-01,人民幣CNY/USD,35.6886053928675
1963-08-01,人民幣CNY/USD,35.6886053928675
1963-09-01,人民幣CNY/USD,35.6886053928675
1963-10-01,人民幣CNY/USD,35.6886053928675
1963-11-01,人民幣CNY/USD,35.6886053928675
1963-12-01,人民幣CNY/USD,35.6886053928675
1964-01-01,人民幣CNY/USD,35.6886053928675
1964-02-01,人民幣CNY/USD,35.6886053928675
1964-03-01,人民幣CNY/USD,35.6886053928675
1964-04-01,人民幣CNY/USD,35.6886053928675
1964-05-01,人民幣CNY/USD,35.6886053928675
1964-06-01,人民幣CNY/USD,35.6886053928675
1964-07-01,人民幣CNY/USD,35.6886053928675
1964-08-01,人民幣CNY/USD,35.6886053928675
1964-09-01,人民幣CNY/USD,35.6886053928675
1964-10-01,人民幣CNY/USD,35.6886053928675
1964-11-01,人民幣CNY/USD,35.6886053928675
1964-12-01,人民幣CNY/USD,35.6886053928675
1965-01-01,人民幣CNY/USD,35.6886053928675
1965-02-01,人民幣CNY/USD,35.6886053928675
1965-03-01,人民幣CNY/USD,35.6886053928675
1965-04-01,人民幣CNY/USD,35.6886053928675
1965-05-01,人民幣CNY/USD,35.6886053928675
1965-06-01,人民幣CNY/USD,35.6886053928675
1965-07-01,人民幣CNY/USD,35.6886053928675
1965-08-01,人民幣CNY/USD,35.6886053928675
1965-09-01,人民幣CNY/USD,35.6886053928675
1965-10-01,人民幣CNY/USD,35.6886053928675
1965-11-01,人民幣CNY/USD,35.6886053928675
1965-12-01,人民幣CNY/USD,35.6886053928675
1966-01-01,人民幣CNY/USD,35.6886053928675
1966-02-01,人民幣CNY/USD,35.6886053928675
1966-03-01,人民幣CNY/USD,35.6886053928675
1966-04-01,人民幣CNY/USD,35.6886053928675
1966-05-01,人民幣CNY/USD,35.6886053928675
1966-06-01,人民幣CNY/USD,35.6886053928675
1966-07-01,人民幣CNY/USD,35.6886053928675
1966-08-01,人民幣CNY/USD,35.6886053928675
1966-09-01,人民幣CNY/USD,35.6886053928675
1966-10-01,人民幣CNY/USD,35.6886053928675
1966-11-01,人民幣CNY/USD,35.6886053928675
1966-12-01,人民幣CNY/USD,35.6886053928675
1967-01-01,人民幣CNY/USD,35.6886053928675
1967-02-01,人民幣CNY/USD,35.6886053928675
1967-03-01,人民幣CNY/USD,35.6886053928675
1967-04-01,人民幣CNY/USD,35.6886053928675
1967-05-01,人民幣CNY/USD,35.6886053928675
1967-06-01,人民幣CNY/USD,35.6886053928675
1967-07-01,人民幣CNY/USD,35.6886053928675
1967-08-01,人民幣CNY/USD,35.6886053928675
1967-09-01,人民幣CNY/USD,35.6886053928675
1967-10-01,人民幣CNY/USD,35.6886053928675
1967-11-01,人民幣CNY/USD,35.6886053928675
1967-12-01,人民幣CNY/USD,35.6886053928675
1968-01-01,人民幣CNY/USD,35.6886053928675
1968-02-01,人民幣CNY/USD,35.6886053928675
1968-03-01,人民幣CNY/USD,35.6886053928675
1968-04-01,人民幣CNY/USD,35.6886053928675
1968-05-01,人民幣CNY/USD,35.6886053928675
1968-06-01,人民幣CNY/USD,35.6886053928675
1968-07-01,人民幣CNY/USD,35.6886053928675
1968-08-01,人民幣CNY/USD,35.6886053928675
1968-09-01,人民幣CNY/USD,35.6886053928675
1968-10-01,人民幣CNY/USD,35.6886053928675
1968-11-01,人民幣CNY/USD,35.6886053928675
1968-12-01,人民幣CNY/USD,35.6886053928675
1969-01-01,人民幣CNY/USD,35.6886053928675
1969-02-01,人民幣CNY/USD,35.6886053928675
1969-03-01,人民幣CNY/USD,35.6886053928675
1969-04-01,人民幣CNY/USD,35.6886053928675
1969-05-01,人民幣CNY/USD,35.6886053928675
1969-06-01,人民幣CNY/USD,35.6886053928675
1969-07-01,人民幣CNY/USD,35.6886053928675
1969-08-01,人民幣CNY/USD,35.6886053928675
1969-09-01,人民幣CNY/USD,35.6886053928675
1969-10-01,人民幣CNY/USD,35.6886053928675
1969-11-01,人民幣CNY/USD,35.6886053928675
1969-12-01,人民幣CNY/USD,35.6886053928675
1970-01-01,人民幣CNY/USD,35.6886053928675
1970-02-01,人民幣CNY/USD,35.6886053928675
1970-03-01,人民幣CNY/USD,35.6886053928675
1970-04-01,人民幣CNY/USD,35.6886053928675
1970-05-01,人民幣CNY/USD,35.6886053928675
1970-06-01,人民幣CNY/USD,35.6886053928675
1970-07-01,人民幣CNY/USD,35.6886053928675
1970-08-01,人民幣CNY/USD,35.6886053928675
1970-09-01,人民幣CNY/USD,35.6886053928675
1970-10-01,人民幣CNY/USD,35.6886053928675
1970-11-01,人民幣CNY/USD,35.6886053928675
1970-12-01,人民幣CNY/USD,35.6886053928675
1971-01-01,人民幣CNY/USD,35.6886053928675
1971-02-01,人民幣CNY/USD,35.6886053928675
1971-03-01,人民幣CNY/USD,35.6886053928675
1971-04-01,人民幣CNY/USD,35.6886053928675
1971-05-01,人民幣CNY/USD,35.6886053928675
1971-06-01,人民幣CNY/USD,35.6886053928675
1971-07-01,人民幣CNY/USD,35.6886053928675
1971-08-01,人民幣CNY/USD,35.6886053928675
1971-09-01,人民幣CNY/USD,35.6886053928675
1971-10-01,人民幣CNY/USD,35.6886053928675
1971-11-01,人民幣CNY/USD,35.6886053928675
1971-12-01,人民幣CNY/USD,35.6886053928675
1972-01-01,人民幣CNY/USD,32.86894752102059
1972-02-01,人民幣CNY/USD,32.86894752102059
1972-03-01,人民幣CNY/USD,32.86894752102059
1972-04-01,人民幣CNY/USD,32.86894752102059
1972-05-01,人民幣CNY/USD,32.86894752102059
1972-06-01,人民幣CNY/USD,32.86894752102059
1972-07-01,人民幣CNY/USD,32.14554943461873
1972-08-01,人民幣CNY/USD,32.14554943461873
1972-09-01,人民幣CNY/USD,32.14554943461873
1972-10-01,人民幣CNY/USD,32.14554943461873
1972-11-01,人民幣CNY/USD,32.287619599884025
1972-12-01,人民幣CNY/USD,32.474630327631196
1973-01-01,人民幣CNY/USD,32.474630327631196
1973-02-01,人民幣CNY/USD,30.871267033922877
1973-03-01,人民幣CNY/USD,28.850391417802264
1973-04-01,人民幣CNY/USD,29.086691794723112
1973-05-01,人民幣CNY/USD,28.751812119454918
1973-06-01,人民幣CNY/USD,27.781965787184692
1973-07-01,人民幣CNY/USD,27.213685126123515
1973-08-01,人民幣CNY/USD,27.86314873876486
1973-09-01,人民幣CNY/USD,27.85300086981734
1973-10-01,人民幣CNY/USD,27.70803131342418
1973-11-01,人民幣CNY/USD,28.56045230501595
1973-12-01,人民幣CNY/USD,29.069295447955927
1974-01-01,人民幣CNY/USD,29.512902290518994
1974-02-01,人民幣CNY/USD,29.263554653522768
1974-03-01,人民幣CNY/USD,28.85474050449406
1974-04-01,人民幣CNY/USD,28.341548274862284
1974-05-01,人民幣CNY/USD,27.560162365903164
1974-06-01,人民幣CNY/USD,28.11684546245289
1974-07-01,人民幣CNY/USD,28.215424760800232
1974-08-01,人民幣CNY/USD,28.61554073644535
1974-09-01,人民幣CNY/USD,29.022905189910116
1974-10-01,人民幣CNY/USD,28.503914178022615
1974-11-01,人民幣CNY/USD,27.9428819947811
1974-12-01,人民幣CNY/USD,27.20933603943172
1975-01-01,人民幣CNY/USD,26.31922296317773
1975-02-01,人民幣CNY/USD,25.90171064076544
1975-03-01,人民幣CNY/USD,25.48709770948101
1975-04-01,人民幣CNY/USD,25.90171064076544
1975-05-01,人民幣CNY/USD,25.749492606552625
1975-06-01,人民幣CNY/USD,25.649463612641348
1975-07-01,人民幣CNY/USD,26.871556973035666
1975-08-01,人民幣CNY/USD,28.144389678167585
1975-09-01,人民幣CNY/USD,28.47057118005219
1975-10-01,人民幣CNY/USD,28.30385619020006
1975-11-01,人民幣CNY/USD,28.23717019425921
1975-12-01,人民幣CNY/USD,28.503914178022615
1976-01-01,人民幣CNY/USD,28.503914178022615
1976-02-01,人民幣CNY/USD,28.286459843432883
1976-03-01,人民幣CNY/USD,28.431429399826037
1976-04-01,人民幣CNY/USD,28.476369962307917
1976-05-01,人民幣CNY/USD,28.53725717599304
1976-06-01,人民幣CNY/USD,28.52565961148159
1976-07-01,人民幣CNY/USD,28.369092490576982
1976-08-01,人民幣CNY/USD,28.10524789794143
1976-09-01,人民幣CNY/USD,27.815308785155118
1976-10-01,人民幣CNY/USD,27.655842273122644
1976-11-01,人民幣CNY/USD,27.58190779936214
1976-12-01,人民幣CNY/USD,27.445636416352563
1977-01-01,人民幣CNY/USD,27.50362423890983
1977-02-01,人民幣CNY/USD,27.692084662220935
1977-03-01,人民幣CNY/USD,27.560162365903164
1977-04-01,人民幣CNY/USD,27.39344737605103
1977-05-01,人民幣CNY/USD,27.21948390837924
1977-06-01,人民幣CNY/USD,27.203537257176
1977-07-01,人民幣CNY/USD,26.871556973035666
1977-08-01,人民幣CNY/USD,26.771527979124386
1977-09-01,人民幣CNY/USD,26.796172803711222
1977-10-01,人民幣CNY/USD,26.565671209046105
1977-11-01,人民幣CNY/USD,26.16845462452885
1977-12-01,人民幣CNY/USD,21.993331400405914
1978-01-01,人民幣CNY/USD,24.76369962307915
1978-02-01,人民幣CNY/USD,24.3157436938243
1978-03-01,人民幣CNY/USD,24.053348796752683
1978-04-01,人民幣CNY/USD,24.533198028414034
1978-05-01,人民幣CNY/USD,25.102928385039142
1978-06-01,人民幣CNY/USD,25.00724847781966
1978-07-01,人民幣CNY/USD,24.862278921426505
1978-08-01,人民幣CNY/USD,24.56654102638446
1978-09-01,人民幣CNY/USD,24.55494346187301
1978-10-01,人民幣CNY/USD,24.02580458103798
1978-11-01,人民幣CNY/USD,23.69962307915338
1978-12-01,人民幣CNY/USD,23.39663670629168
1979-01-01,人民幣CNY/USD,22.938532908089304
1979-02-01,人民幣CNY/USD,22.816758480719052
1979-03-01,人民幣CNY/USD,22.783415482748627
1979-04-01,人民幣CNY/USD,22.94578138590896
1979-05-01,人民幣CNY/USD,23.04726007538417
1979-06-01,人民幣CNY/USD,22.868947521020587
1979-07-01,人民幣CNY/USD,22.3919976804871
1979-08-01,人民幣CNY/USD,22.40939402725428
1979-09-01,人民幣CNY/USD,22.220933603943173
1979-10-01,人民幣CNY/USD,22.1165555233401
1979-11-01,人民幣CNY/USD,22.119454914467966
1979-12-01,人民幣CNY/USD,21.84256306175703
1980-01-01,人民幣CNY/USD,21.654102638445927
1980-02-01,人民幣CNY/USD,21.754131632357204
1980-03-01,人民幣CNY/USD,22.486227892142647
1980-04-01,人民幣CNY/USD,22.426790374021454
1980-05-01,人民幣CNY/USD,21.607712380400116
1980-06-01,人民幣CNY/USD,21.238040011597565
1980-07-01,人民幣CNY/USD,21.056828066106117
1980-08-01,人民幣CNY/USD,21.348216874456362
1980-09-01,人民幣CNY/USD,21.282980574079442
1980-10-01,人民幣CNY/USD,21.459843432879094
1980-11-01,人民幣CNY/USD,21.99623079153378
1980-12-01,人民幣CNY/USD,22.352855900260945
1981-01-01,人民幣CNY/USD,22.451435198608294
1981-02-01,人民幣CNY/USD,23.348796752681938
1981-03-01,人民幣CNY/USD,23.60104378080603
1981-04-01,人民幣CNY/USD,24.093940272542767
1981-05-01,人民幣CNY/USD,24.973905479849233
1981-06-01,人民幣CNY/USD,25.52189040301537
1981-07-01,人民幣CNY/USD,25.424760800231955
1981-08-01,人民幣CNY/USD,26.024934763699626
1981-09-01,人民幣CNY/USD,25.371122064366485
1981-10-01,人民幣CNY/USD,25.37692084662221
1981-11-01,人民幣CNY/USD,25.14641925195709
1981-12-01,人民幣CNY/USD,25.1928095100029
1982-01-01,人民幣CNY/USD,25.626268483618443
1982-02-01,人民幣CNY/USD,26.34676717889243
1982-03-01,人民幣CNY/USD,26.643954769498407
1982-04-01,人民幣CNY/USD,26.846912148448826
1982-05-01,人民幣CNY/USD,26.235140620469704
1982-06-01,人民幣CNY/USD,27.500724847781967
1982-07-01,人民幣CNY/USD,27.886343867787765
1982-08-01,人民幣CNY/USD,28.10524789794143
1982-09-01,人民幣CNY/USD,28.274862278921425
1982-10-01,人民幣CNY/USD,28.73586546825167
1982-11-01,人民幣CNY/USD,28.908379240359526
1982-12-01,人民幣CNY/USD,28.12264424470861
1983-01-01,人民幣CNY/USD,27.83560452305016
1983-02-01,人民幣CNY/USD,28.418382139750655
1983-03-01,人民幣CNY/USD,28.67497825456654
1983-04-01,人民幣CNY/USD,28.80835024644825
1983-05-01,人民幣CNY/USD,28.779356335169616
1983-06-01,人民幣CNY/USD,28.841693244418675
1983-07-01,人民幣CNY/USD,28.83154537547115
1983-08-01,人民幣CNY/USD,28.703972165845176
1983-09-01,人民幣CNY/USD,28.72426790374022
1983-10-01,人民幣CNY/USD,28.438677877645695
1983-11-01,人民幣CNY/USD,28.834444766599017
1983-12-01,人民幣CNY/USD,28.804001159756453
1984-01-01,人民幣CNY/USD,29.591185850971296
1984-02-01,人民幣CNY/USD,29.823137141200345
1984-03-01,人民幣CNY/USD,29.875326181501887
1984-04-01,人民幣CNY/USD,30.28559002609452
1984-05-01,人民幣CNY/USD,31.633806900550887
1984-06-01,人民幣CNY/USD,32.07016526529429
1984-07-01,人民幣CNY/USD,33.25456654102638
1984-08-01,人民幣CNY/USD,34.275152218034215
1984-09-01,人民幣CNY/USD,36.714989852131055
1984-10-01,人民幣CNY/USD,37.060017396346765
1984-11-01,人民幣CNY/USD,38.58509712960279
1984-12-01,人民幣CNY/USD,40.433458973615544
1985-01-01,人民幣CNY/USD,40.71904899971007
1985-02-01,人民幣CNY/USD,40.955349376630906
1985-03-01,人民幣CNY/USD,41.256886053928675
1985-04-01,人民幣CNY/USD,41.18730066685996
1985-05-01,人民幣CNY/USD,41.280081182951584
1985-06-01,人民幣CNY/USD,41.497535517541316
1985-07-01,人民幣CNY/USD,41.661351116265585
1985-08-01,人民幣CNY/USD,42.07451435198608
1985-09-01,人民幣CNY/USD,42.94868077703683
1985-10-01,人民幣CNY/USD,44.46651203247318
1985-11-01,人民幣CNY/USD,46.41200347926935
1985-12-01,人民幣CNY/USD,46.41200347926935
1986-01-01,人民幣CNY/USD,46.41200347926935
1986-02-01,人民幣CNY/USD,46.491736735285585
1986-03-01,人民幣CNY/USD,46.564221513482174
1986-04-01,人民幣CNY/USD,46.47868947521021
1986-05-01,人民幣CNY/USD,46.30907509423021
1986-06-01,人民幣CNY/USD,46.44099739054799
1986-07-01,人民幣CNY/USD,52.74282400695854
1986-08-01,人民幣CNY/USD,53.69092490576979
1986-09-01,人民幣CNY/USD,53.73441577268774
1986-10-01,人民幣CNY/USD,53.876485937953035
1986-11-01,人民幣CNY/USD,53.95911858509713
1986-12-01,人民幣CNY/USD,53.95911858509713
1987-01-01,人民幣CNY/USD,53.95911858509713
1987-02-01,人民幣CNY/USD,53.95911858509713
1987-03-01,人民幣CNY/USD,53.95911858509713
1987-04-01,人民幣CNY/USD,53.95911858509713
1987-05-01,人民幣CNY/USD,53.95911858509713
1987-06-01,人民幣CNY/USD,53.95911858509713
1987-07-01,人民幣CNY/USD,53.95911858509713
1987-08-01,人民幣CNY/USD,53.95911858509713
1987-09-01,人民幣CNY/USD,53.95911858509713
1987-10-01,人民幣CNY/USD,53.95911858509713
1987-11-01,人民幣CNY/USD,53.95911858509713
1987-12-01,人民幣CNY/USD,53.95911858509713
